   2.4994E-01	  3.6800E+03	  4.4812E+03	  9.2688E+00	  2.6840E+01	  4.2263E+01	  2.7043E+03	  7.4936E+01	  1.2040E+02	  3.3201E-01	  8.0106E+01	  5.0514E+01	  2.6330E+03	  2.3486E+01	  4.9994E+01	  3.1023E+03	  2.3254E+01	  6.5711E+01	  2.2990E+02	  3.4116E+02	  9.4524E+01	  7.7362E+01	  3.2188E+01	  8.8933E+00	  2.6383E+01	  6.8820E+00	  1.8776E+01	  1.6567E+00	  3.2958E+01	  1.3823E+01	  2.3978E+01	  1.2565E+00	  1.8579E+01	  2.2633E+00	  4.8436E+00	  2.2986E+00	  1.7866E-02	  8.3570E-01	  9.8577E-02	  5.3724E+01	  4.3828E+01	  6.2778E+01	  5.4316E+01	  2.4701E+01	  6.0520E+01	  2.2129E+01	  4.0688E+01	  3.9612E+01	  4.6520E+01	  4.7484E+01	  4.1286E+01	  1.7391E+01	  5.0000E+01	C00000000000000000000
   2.5182E-01	  3.6817E+03	  4.4661E+03	  9.3400E+00	  2.6770E+01	  4.2179E+01	  2.7048E+03	  7.4410E+01	  1.2041E+02	  3.3443E-01	  8.0104E+01	  4.9896E+01	  2.6343E+03	  2.4073E+01	  5.0221E+01	  3.1017E+03	  2.1340E+01	  6.5726E+01	  2.2977E+02	  3.4137E+02	  9.4612E+01	  7.7231E+01	  3.2188E+01	  8.8933E+00	  2.6383E+01	  6.8820E+00	  1.8776E+01	  1.6567E+00	  3.2958E+01	  1.3823E+01	  2.3978E+01	  1.2565E+00	  1.8579E+01	  2.2633E+00	  4.8436E+00	  2.2986E+00	  1.7866E-02	  8.3570E-01	  9.8577E-02	  5.3724E+01	  4.3828E+01	  6.2748E+01	  5.4497E+01	  2.4517E+01	  6.0174E+01	  2.1920E+01	  4.0392E+01	  3.7795E+01	  4.7045E+01	  4.7495E+01	  4.1095E+01	  2.1943E+01	  5.0000E+01	C00000000000000000000
   2.4806E-01	  3.6814E+03	  4.5125E+03	  9.4563E+00	  2.6618E+01	  4.2760E+01	  2.7039E+03	  7.4484E+01	  1.2039E+02	  3.3314E-01	  7.9929E+01	  5.0899E+01	  2.6325E+03	  2.5623E+01	  5.1417E+01	  3.1017E+03	  2.2456E+01	  6.5671E+01	  2.3074E+02	  3.4148E+02	  9.4622E+01	  7.7125E+01	  3.2294E+01	  8.9196E+00	  2.6127E+01	  6.8247E+00	  1.8612E+01	  1.6773E+00	  3.2798E+01	  1.3764E+01	  2.3822E+01	  1.2748E+00	  1.8648E+01	  2.2425E+00	  4.8170E+00	  2.2694E+00	  1.7866E-02	  8.3570E-01	  9.8577E-02	  5.3724E+01	  4.3828E+01	  6.2753E+01	  5.3941E+01	  2.4894E+01	  5.8836E+01	  2.2059E+01	  4.0547E+01	  4.0746E+01	  4.9814E+01	  4.7411E+01	  4.1291E+01	  1.9314E+01	  5.0000E+01	C00000000000000000000
   2.4902E-01	  3.6641E+03	  4.4837E+03	  9.4679E+00	  2.6904E+01	  4.2153E+01	  2.7064E+03	  7.5113E+01	  1.2043E+02	  3.3568E-01	  8.0106E+01	  4.9344E+01	  2.6354E+03	  2.6361E+01	  5.0367E+01	  3.1014E+03	  2.2818E+01	  6.5677E+01	  2.3053E+02	  3.4196E+02	  9.4588E+01	  7.7561E+01	  3.2294E+01	  8.9196E+00	  2.6127E+01	  6.8247E+00	  1.8612E+01	  1.6773E+00	  3.2798E+01	  1.3764E+01	  2.3822E+01	  1.2748E+00	  1.8648E+01	  2.2425E+00	  4.8170E+00	  2.2694E+00	  1.7866E-02	  8.3570E-01	  9.8577E-02	  5.3724E+01	  4.3828E+01	  6.3051E+01	  5.4286E+01	  2.4799E+01	  6.0542E+01	  2.2554E+01	  4.0238E+01	  3.6168E+01	  4.7383E+01	  4.7433E+01	  4.1894E+01	  1.8412E+01	  5.0000E+01	C00000000000000000000
   2.3750E-01	  3.6972E+03	  4.5169E+03	  9.3720E+00	  2.6644E+01	  4.2421E+01	  2.7072E+03	  7.5603E+01	  1.2041E+02	  3.3042E-01	  8.0298E+01	  4.7989E+01	  2.6363E+03	  2.5652E+01	  4.9202E+01	  3.1031E+03	  2.2300E+01	  6.5736E+01	  2.2954E+02	  3.4167E+02	  9.4496E+01	  7.7479E+01	  3.2082E+01	  8.8295E+00	  2.6358E+01	  6.8297E+00	  1.8685E+01	  1.6756E+00	  3.2976E+01	  1.3638E+01	  2.3984E+01	  1.4163E+00	  1.8537E+01	  2.2908E+00	  4.8636E+00	  2.2345E+00	  1.7866E-02	  8.3570E-01	  9.8577E-02	  5.3724E+01	  4.3828E+01	  6.3012E+01	  5.4305E+01	  2.3800E+01	  6.1244E+01	  2.2278E+01	  3.9253E+01	  3.2181E+01	  4.4686E+01	  4.7518E+01	  4.1698E+01	  1.9636E+01	  5.0000E+01	C00000000000000000000
   2.3819E-01	  3.6890E+03	  4.5670E+03	  9.3970E+00	  2.6764E+01	  4.2720E+01	  2.7062E+03	  7.4437E+01	  1.2040E+02	  3.2717E-01	  8.0208E+01	  4.8919E+01	  2.6346E+03	  2.3308E+01	  4.9709E+01	  3.1043E+03	  2.1977E+01	  6.5771E+01	  2.3096E+02	  3.4150E+02	  9.4521E+01	  7.7129E+01	  3.2082E+01	  8.8295E+00	  2.6358E+01	  6.8297E+00	  1.8685E+01	  1.6756E+00	  3.2976E+01	  1.3638E+01	  2.3984E+01	  1.4163E+00	  1.8537E+01	  2.2908E+00	  4.8636E+00	  2.2345E+00	  2.3952E-02	  8.2067E-01	  1.0884E-01	  5.3169E+01	  4.3705E+01	  6.3153E+01	  5.3704E+01	  2.3732E+01	  6.0190E+01	  2.1876E+01	  3.9651E+01	  3.4919E+01	  4.5860E+01	  4.7390E+01	  4.0770E+01	  2.0420E+01	  5.0000E+01	C00000000000000000000
   2.5927E-01	  3.6994E+03	  4.5212E+03	  9.2509E+00	  2.6981E+01	  4.2218E+01	  2.7035E+03	  7.4502E+01	  1.2042E+02	  3.1547E-01	  7.9900E+01	  4.8387E+01	  2.6312E+03	  2.6304E+01	  4.9100E+01	  3.1017E+03	  2.3432E+01	  6.5750E+01	  2.2947E+02	  3.4099E+02	  9.4615E+01	  7.7014E+01	  3.2134E+01	  9.0291E+00	  2.6751E+01	  6.9235E+00	  1.8866E+01	  1.6292E+00	  3.2474E+01	  1.3813E+01	  2.4179E+01	  1.2161E+00	  1.8662E+01	  2.2419E+00	  4.8406E+00	  2.2344E+00	  2.3952E-02	  8.2067E-01	  1.0884E-01	  5.3169E+01	  4.3705E+01	  6.2980E+01	  5.4095E+01	  2.5692E+01	  6.3621E+01	  2.1705E+01	  3.7525E+01	  3.3354E+01	  4.4451E+01	  4.7522E+01	  4.1870E+01	  1.6996E+01	  5.0000E+01	C00000000000000000000
   2.6265E-01	  3.6766E+03	  4.5374E+03	  9.3289E+00	  2.6762E+01	  4.2814E+01	  2.7044E+03	  7.5142E+01	  1.2037E+02	  3.1645E-01	  7.9973E+01	  5.0571E+01	  2.6327E+03	  2.6623E+01	  4.9574E+01	  3.1030E+03	  2.3912E+01	  6.5692E+01	  2.3071E+02	  3.4097E+02	  9.4437E+01	  7.6995E+01	  3.2134E+01	  9.0291E+00	  2.6751E+01	  6.9235E+00	  1.8866E+01	  1.6292E+00	  3.2474E+01	  1.3813E+01	  2.4179E+01	  1.2161E+00	  1.8662E+01	  2.2419E+00	  4.8406E+00	  2.2344E+00	  2.3952E-02	  8.2067E-01	  1.0884E-01	  5.3169E+01	  4.3705E+01	  6.3373E+01	  5.3901E+01	  2.5359E+01	  6.0375E+01	  2.1849E+01	  3.7407E+01	  3.9781E+01	  4.5549E+01	  4.7415E+01	  4.0752E+01	  1.5871E+01	  5.0000E+01	C00000000000000000000
   2.5609E-01	  3.6249E+03	  4.5123E+03	  9.4407E+00	  2.7475E+01	  4.2408E+01	  2.7040E+03	  7.3326E+01	  1.2040E+02	  3.3402E-01	  7.9994E+01	  4.9860E+01	  2.6322E+03	  2.3789E+01	  4.9960E+01	  3.1019E+03	  2.1852E+01	  6.5653E+01	  2.3120E+02	  3.4090E+02	  9.4743E+01	  7.7393E+01	  3.1956E+01	  8.8814E+00	  2.6396E+01	  6.8617E+00	  1.8980E+01	  1.6181E+00	  3.2781E+01	  1.3878E+01	  2.4067E+01	  1.2242E+00	  1.8341E+01	  2.2654E+00	  4.8091E+00	  2.3506E+00	  2.3952E-02	  8.2067E-01	  1.0884E-01	  5.3169E+01	  4.3705E+01	  6.3446E+01	  5.3757E+01	  2.5177E+01	  6.1426E+01	  2.2204E+01	  3.9805E+01	  3.7688E+01	  4.6441E+01	  4.7375E+01	  4.1344E+01	  2.0736E+01	  5.0000E+01	C00000000000000000000
   2.5622E-01	  3.6922E+03	  4.4925E+03	  9.3499E+00	  2.6947E+01	  4.2254E+01	  2.7050E+03	  7.5841E+01	  1.2041E+02	  3.3754E-01	  8.0117E+01	  4.8304E+01	  2.6342E+03	  2.5914E+01	  4.8409E+01	  3.1023E+03	  2.3695E+01	  6.5684E+01	  2.3145E+02	  3.4138E+02	  9.4427E+01	  7.7324E+01	  3.1956E+01	  8.8814E+00	  2.6396E+01	  6.8617E+00	  1.8980E+01	  1.6181E+00	  3.2781E+01	  1.3878E+01	  2.4067E+01	  1.2242E+00	  1.8341E+01	  2.2654E+00	  4.8091E+00	  2.3506E+00	  2.3952E-02	  8.2067E-01	  1.0884E-01	  5.3169E+01	  4.3705E+01	  6.2289E+01	  5.3994E+01	  2.5164E+01	  6.1889E+01	  2.2170E+01	  3.9376E+01	  3.3110E+01	  4.2852E+01	  4.7355E+01	  4.1206E+01	  1.6365E+01	  5.0000E+01	C00000000000000000000
